order_id,order_date,product,category,region,units,unit_price,cost
ORD-101960,2024-11-03,USB-C Hub,Electronics,South,7.0,46.04,19.31
ORD-101961,2024-12-27,Ceramic Mug,Home,East,8.0,15.41,3.81
ORD-101962,2024-02-22,Protein Powder,Health,West,1.0,55.49,23.24
ORD-101963,2024-10-26,4K Webcam,Electronics,West,2.0,99.89,41.38
ORD-101964,2024-10-25,Throw Blanket,Home,West,3.0,49.43,20.54
ORD-101965,2024-09-28,Mechanical Keyboard,Electronics,South,7.0,79.09,37.26
ORD-101966,2024-05-15,Throw Blanket,Home,East,2.0,45.87,20.66
ORD-101967,2024-06-20,Ceramic Mug,Home,Central,4.0,14.78,3.71
ORD-101968,2024-11-03,Noise-Cancel Headphones,Electronics,Central,5.0,145.26,67.08
ORD-101969,2024-02-25,Mechanical Keyboard,Electronics,North,2.0,76.44,34.86
ORD-101970,2024-10-30,Throw Blanket,Home,Central,1.0,52.14,19.28
ORD-101971,2024-12-02,Noise-Cancel Headphones,Electronics,Central,1.0,157.63,74.22
ORD-101972,2024-09-06,Denim Jacket,Apparel,Central,1.0,126.79,59.53
ORD-101973,2024-05-04,Wireless Mouse,Electronics,South,5.0,24.55,11.1
ORD-101974,2024-07-23,Water Bottle,Health,East,8.0,19.95,6.82
ORD-101975,2024-01-19,Wool Beanie,Apparel,North,3.0,21.93,6.94
ORD-101976,2024-12-07,Yoga Mat,Health,North,3.0,36.37,13.25
ORD-101977,2024-05-05,USB-C Hub,Electronics,East,2.0,48.5,17.81
ORD-101978,2024-01-21,Noise-Cancel Headphones,Electronics,South,8.0,151.74,68.4
ORD-101979,2024-10-17,Ceramic Mug,Home,South,8.0,15.38,4.23
ORD-101980,2024-08-28,Ceramic Mug,Home,South,6.0,14.63,3.83
ORD-101981,2024-08-15,Desk Lamp,Home,East,4.0,38.54,15.52
ORD-101982,2024-01-20,Yoga Mat,Health,North,2.0,36.45,13.01
ORD-101983,2024-10-01,Protein Powder,Health,Central,8.0,59.69,24.27
ORD-101984,2024-08-21,USB-C Hub,Electronics,West,1.0,49.5,18.52
ORD-101985,2024-10-17,4K Webcam,Electronics,West,2.0,94.28,41.13
ORD-101986,2024-10-29,Yoga Mat,Health,Central,6.0,35.04,13.32
ORD-101987,2024-03-18,Wool Beanie,Apparel,West,2.0,21.76,7.55
ORD-101988,2024-03-18,Protein Powder,Health,South,1.0,56.58,23.88
ORD-101989,2024-12-04,Ceramic Mug,Home,Central,5.0,15.17,3.99
ORD-101990,2024-07-13,Wireless Mouse,Electronics,East,1.0,25.54,11.67
ORD-101991,2024-06-09,Denim Jacket,Apparel,East,3.0,122.73,53.79
ORD-101992,2024-04-15,Protein Powder,Health,East,6.0,55.14,22.73
ORD-101993,2024-08-21,Scented Candle,Home,North,2.0,17.7,6.06
ORD-101994,2024-10-02,USB-C Hub,Electronics,Central,7.0,44.64,19.82
ORD-101995,2024-01-01,Noise-Cancel Headphones,Electronics,Central,1.0,150.01,71.01
ORD-101996,2024-07-21,Protein Powder,Health,West,5.0,59.72,23.91
ORD-101997,2024-12-29,Water Bottle,Health,South,1.0,19.76,6.59
ORD-101998,2024-04-12,Desk Lamp,Home,Central,6.0,39.1,15.96
ORD-101999,2024-04-12,Mechanical Keyboard,Electronics,North,7.0,75.58,39.87
ORD-102000,2024-11-17,Ceramic Mug,Home,South,7.0,14.5,3.8
ORD-102001,2024-01-23,Protein Powder,Health,North,3.0,58.76,23.77
ORD-102002,2024-05-25,Scented Candle,Home,South,2.0,19.46,5.91
ORD-102003,2024-06-16,Ceramic Mug,Home,South,8.0,14.14,3.89
ORD-102004,2024-10-19,Denim Jacket,Apparel,West,6.0,123.45,55.55
ORD-102005,2024-02-17,Noise-Cancel Headphones,Electronics,South,2.0,147.86,71.24
ORD-102006,2024-06-07,4K Webcam,Electronics,Central,1.0,91.35,41.71
ORD-102007,2024-02-25,Throw Blanket,Home,South,3.0,49.77,19.22
ORD-102008,2024-10-15,Mechanical Keyboard,Electronics,East,6.0,79.23,35.5
ORD-102009,2024-08-19,Mechanical Keyboard,Electronics,East,3.0,79.54,38.4
ORD-102010,2024-06-30,Running Shoes,Apparel,Central,7.0,97.15,41.15
ORD-102011,2024-05-23,Desk Lamp,Home,West,5.0,38.43,17.18
ORD-102012,2024-02-26,Scented Candle,Home,Central,8.0,17.78,6.45
ORD-102013,2024-12-03,Ceramic Mug,Home,Central,7.0,15.2,4.32
ORD-102014,2024-08-25,Wool Beanie,Apparel,North,4.0,24.98,6.74
ORD-102015,2024-04-26,Mechanical Keyboard,Electronics,North,7.0,74.24,38.87
ORD-102016,2024-05-31,Cotton T-Shirt,Apparel,East,4.0,17.8,6.21
ORD-102017,2024-09-22,Mechanical Keyboard,Electronics,North,1.0,75.22,39.15
ORD-102018,2024-09-20,Desk Lamp,Home,East,3.0,38.8,15.77
ORD-102019,2024-06-17,Desk Lamp,Home,East,4.0,40.75,16.82
ORD-102020,2024-04-20,4K Webcam,Electronics,South,8.0,91.63,41.0
ORD-102021,2024-08-29,4K Webcam,Electronics,North,7.0,89.77,41.21
ORD-102022,2024-08-28,Cotton T-Shirt,Apparel,Central,2.0,19.5,5.63
ORD-102023,2024-08-07,Yoga Mat,Health,South,1.0,33.79,13.34
ORD-102024,2024-01-27,Denim Jacket,Apparel,Central,5.0,118.54,54.43
ORD-102025,2024-06-22,Desk Lamp,Home,West,5.0,38.96,16.3
ORD-102026,2024-08-12,Denim Jacket,Apparel,West,6.0,110.49,55.52
ORD-102027,2024-12-13,Throw Blanket,Home,West,3.0,46.15,20.14
ORD-102028,2024-07-11,Wool Beanie,Apparel,South,7.0,20.77,6.99
ORD-102029,2024-05-05,4K Webcam,Electronics,South,4.0,92.4,42.29
ORD-102030,2024-07-22,Yoga Mat,Health,Central,3.0,35.43,12.9
ORD-102031,2024-03-05,Throw Blanket,Home,West,4.0,50.5,18.84
ORD-102032,2024-02-03,Desk Lamp,Home,South,8.0,35.41,16.36
ORD-102033,2024-09-05,Water Bottle,Health,West,4.0,18.52,6.77
ORD-102034,2024-12-26,Noise-Cancel Headphones,Electronics,South,5.0,153.94,66.29
ORD-102035,2024-11-05,Mechanical Keyboard,Electronics,Central,8.0,68.02,36.45
ORD-102036,2024-08-01,Ceramic Mug,Home,East,1.0,14.86,4.05
ORD-102037,2024-01-15,Cotton T-Shirt,Apparel,South,5.0,17.27,5.98
ORD-102038,2024-12-27,Running Shoes,Apparel,West,6.0,99.01,38.42
ORD-102039,2024-06-13,Noise-Cancel Headphones,Electronics,West,8.0,142.38,68.93
ORD-102040,2024-04-16,Running Shoes,Apparel,South,1.0,99.98,43.96
ORD-102041,2024-11-22,Running Shoes,Apparel,West,6.0,110.24,41.24
ORD-102042,2024-09-30,Cotton T-Shirt,Apparel,South,7.0,16.84,5.96
ORD-102043,2024-10-01,Throw Blanket,Home,South,3.0,50.7,20.83
ORD-102044,2024-04-11,Ceramic Mug,Home,Central,6.0,12.73,4.13
ORD-102045,2024-12-29,Denim Jacket,Apparel,West,4.0,122.56,57.25
ORD-102046,2024-06-14,Mechanical Keyboard,Electronics,North,6.0,78.18,33.79
ORD-102047,2024-07-13,Ceramic Mug,Home,West,4.0,14.09,4.28
ORD-102048,2024-10-01,USB-C Hub,Electronics,South,2.0,42.95,19.48
ORD-102049,2024-08-29,Cotton T-Shirt,Apparel,South,7.0,19.74,6.59
ORD-102050,2024-03-04,Running Shoes,Apparel,East,2.0,88.12,40.69
ORD-102051,2024-04-20,USB-C Hub,Electronics,East,2.0,47.79,17.66
ORD-102052,2024-05-12,Running Shoes,Apparel,Central,8.0,93.06,42.01
ORD-102053,2024-12-12,4K Webcam,Electronics,East,8.0,82.76,40.55
ORD-102054,2024-09-18,Protein Powder,Health,South,5.0,59.39,24.63
ORD-102055,2024-05-14,Protein Powder,Health,West,5.0,54.81,25.03
ORD-102056,2024-09-25,Wireless Mouse,Electronics,East,3.0,27.38,10.96
ORD-102057,2024-09-27,Ceramic Mug,Home,North,5.0,14.85,3.96
ORD-102058,2024-05-24,Scented Candle,Home,West,5.0,17.28,6.13
ORD-102059,2024-05-27,Running Shoes,Apparel,East,5.0,94.6,41.57
ORD-102060,2024-11-23,Denim Jacket,Apparel,East,6.0,120.73,54.25
ORD-102061,2024-07-24,Desk Lamp,Home,North,5.0,41.98,16.66
ORD-102062,2024-02-24,Running Shoes,Apparel,East,8.0,97.08,44.12
ORD-102063,2024-09-20,Mechanical Keyboard,Electronics,West,6.0,79.7,39.65
ORD-102064,2024-08-03,Cotton T-Shirt,Apparel,West,4.0,18.81,5.96
ORD-102065,2024-07-05,4K Webcam,Electronics,West,6.0,88.78,37.49
ORD-102066,2024-09-22,Running Shoes,Apparel,Central,2.0,101.2,41.75
ORD-102067,2024-11-27,Noise-Cancel Headphones,Electronics,East,2.0,149.03,67.88
ORD-102068,2024-04-30,USB-C Hub,Electronics,East,7.0,44.11,18.9
ORD-102069,2024-06-02,Water Bottle,Health,East,5.0,19.44,6.81
ORD-102070,2024-03-10,USB-C Hub,Electronics,South,1.0,43.75,18.98
ORD-102071,2024-08-24,Throw Blanket,Home,South,3.0,45.56,19.17
ORD-102072,2024-05-27,Throw Blanket,Home,West,8.0,47.16,18.98
ORD-102073,2024-05-05,Ceramic Mug,Home,South,6.0,15.05,4.2
ORD-102074,2024-09-11,Yoga Mat,Health,West,7.0,34.64,12.5
ORD-102075,2024-05-29,Wireless Mouse,Electronics,West,5.0,25.88,11.0
ORD-102076,2024-06-18,4K Webcam,Electronics,Central,1.0,77.97,42.57
ORD-102077,2024-06-10,USB-C Hub,Electronics,North,2.0,46.28,19.69
ORD-102078,2024-04-04,Ceramic Mug,Home,South,1.0,13.89,4.13
ORD-102079,2024-02-16,Scented Candle,Home,West,6.0,17.57,6.07
ORD-102080,2024-10-29,Yoga Mat,Health,East,7.0,35.32,13.38
ORD-102081,2024-02-03,Running Shoes,Apparel,West,4.0,92.64,44.31
ORD-102082,2024-04-28,Noise-Cancel Headphones,Electronics,West,6.0,133.18,71.19
ORD-102083,2024-09-01,Yoga Mat,Health,Central,5.0,36.61,12.04
ORD-102084,2024-02-18,Scented Candle,Home,South,6.0,18.22,5.87
ORD-102085,2024-08-27,Desk Lamp,Home,South,6.0,38.39,16.45
ORD-102086,2024-09-25,Denim Jacket,Apparel,East,4.0,114.2,53.62
ORD-102087,2024-08-30,Denim Jacket,Apparel,East,6.0,111.18,58.56
ORD-102088,2024-04-21,Running Shoes,Apparel,Central,3.0,96.06,41.89
ORD-102089,2024-01-08,Throw Blanket,Home,North,6.0,52.95,20.07
ORD-102090,2024-11-20,Noise-Cancel Headphones,Electronics,South,8.0,150.51,73.15
ORD-102091,2024-04-29,Water Bottle,Health,Central,2.0,18.62,6.95
ORD-102092,2024-10-21,USB-C Hub,Electronics,West,6.0,45.51,19.13
ORD-102093,2024-03-13,Denim Jacket,Apparel,West,1.0,119.68,56.98
ORD-102094,2024-02-29,Cotton T-Shirt,Apparel,South,4.0,19.82,5.65
ORD-102095,2024-10-11,Scented Candle,Home,West,6.0,18.55,5.93
ORD-102096,2024-12-09,Scented Candle,Home,South,3.0,15.31,6.2
ORD-102097,2024-11-10,Yoga Mat,Health,West,2.0,35.95,13.03
ORD-102098,2024-10-01,Desk Lamp,Home,North,4.0,37.04,16.94
ORD-102099,2024-03-31,Noise-Cancel Headphones,Electronics,South,1.0,138.41,65.59
ORD-102100,2024-11-30,Noise-Cancel Headphones,Electronics,West,6.0,147.6,65.27
ORD-102101,2024-09-01,Yoga Mat,Health,West,2.0,35.72,13.4
ORD-102102,2024-03-04,Denim Jacket,Apparel,Central,3.0,110.16,56.9
ORD-102103,2024-02-17,Mechanical Keyboard,Electronics,Central,3.0,81.78,37.71
ORD-102104,2024-11-14,Protein Powder,Health,North,8.0,57.1,24.38
ORD-102105,2024-04-10,Scented Candle,Home,North,8.0,18.04,6.18
ORD-102106,2024-10-07,Wireless Mouse,Electronics,South,1.0,23.92,10.64
ORD-102107,2024-02-20,Desk Lamp,Home,Central,2.0,37.09,15.55
ORD-102108,2024-04-12,Ceramic Mug,Home,East,6.0,14.72,4.03
ORD-102109,2024-04-13,Ceramic Mug,Home,Central,3.0,12.94,4.14
ORD-102110,2024-04-12,Protein Powder,Health,North,6.0,57.93,22.88
ORD-102111,2024-09-03,Denim Jacket,Apparel,Central,8.0,119.01,54.56
ORD-102112,2024-11-30,Denim Jacket,Apparel,North,2.0,119.42,54.46
ORD-102113,2024-11-29,Ceramic Mug,Home,Central,8.0,12.8,4.07
ORD-102114,2024-09-28,Noise-Cancel Headphones,Electronics,Central,1.0,147.91,69.98
ORD-102115,2024-03-15,USB-C Hub,Electronics,South,2.0,46.38,18.59
ORD-102116,2024-12-17,Protein Powder,Health,South,5.0,51.32,25.2
ORD-102117,2024-07-17,Noise-Cancel Headphones,Electronics,East,8.0,152.71,68.49
ORD-102118,2024-07-18,Wool Beanie,Apparel,West,5.0,22.1,6.92
ORD-102119,2024-09-13,4K Webcam,Electronics,North,2.0,86.14,38.39
ORD-102120,2024-10-08,Noise-Cancel Headphones,Electronics,South,2.0,155.37,68.0
ORD-102121,2024-12-14,Ceramic Mug,Home,West,7.0,12.46,4.08
ORD-102122,2024-08-01,Desk Lamp,Home,Central,5.0,39.68,16.21
ORD-102123,2024-08-11,Denim Jacket,Apparel,North,1.0,129.72,56.32
ORD-102124,2024-09-29,USB-C Hub,Electronics,Central,5.0,48.24,19.42
ORD-102125,2024-04-03,Noise-Cancel Headphones,Electronics,Central,4.0,151.9,75.85
ORD-102126,2024-04-22,USB-C Hub,Electronics,Central,1.0,44.32,18.43
ORD-102127,2024-08-16,Yoga Mat,Health,South,2.0,33.89,12.16
ORD-102128,2024-01-24,Cotton T-Shirt,Apparel,West,8.0,18.71,5.75
ORD-102129,2024-04-27,Cotton T-Shirt,Apparel,North,6.0,19.52,5.83
ORD-102130,2024-09-19,Mechanical Keyboard,Electronics,North,1.0,75.81,36.52
ORD-102131,2024-12-23,Denim Jacket,Apparel,North,1.0,124.54,55.21
ORD-102132,2024-07-09,Yoga Mat,Health,East,3.0,38.73,13.65
ORD-102133,2024-05-26,Running Shoes,Apparel,West,4.0,94.71,44.59
ORD-102134,2024-06-10,Scented Candle,Home,North,4.0,16.79,6.12
ORD-102135,2024-09-07,USB-C Hub,Electronics,North,6.0,41.97,20.63
ORD-102136,2024-07-18,USB-C Hub,Electronics,South,2.0,46.75,18.73
ORD-102137,2024-01-09,Throw Blanket,Home,North,1.0,48.85,18.69
ORD-102138,2024-07-16,Mechanical Keyboard,Electronics,Central,6.0,82.46,39.6
ORD-102139,2024-05-26,Denim Jacket,Apparel,North,8.0,116.8,50.96
ORD-102140,2024-09-13,Cotton T-Shirt,Apparel,South,2.0,19.79,5.82
ORD-102141,2024-11-16,Wireless Mouse,Electronics,South,3.0,24.8,11.23
ORD-102142,2024-12-18,Wool Beanie,Apparel,South,6.0,21.19,6.97
ORD-102143,2024-08-11,Water Bottle,Health,Central,2.0,19.6,6.95
ORD-102144,2024-05-12,Mechanical Keyboard,Electronics,South,7.0,74.27,36.21
ORD-102145,2024-06-11,Protein Powder,Health,East,2.0,60.47,23.99
ORD-102146,2024-03-05,Wool Beanie,Apparel,East,5.0,21.89,7.28
ORD-102147,2024-12-08,Throw Blanket,Home,South,3.0,50.58,20.02
ORD-102148,2024-11-06,Mechanical Keyboard,Electronics,East,6.0,76.88,36.74
ORD-102149,2024-11-08,Protein Powder,Health,North,2.0,52.11,22.8
ORD-102150,2024-04-30,Wireless Mouse,Electronics,East,1.0,24.71,10.64
ORD-102151,2024-04-27,Yoga Mat,Health,North,5.0,36.93,13.2
ORD-102152,2024-11-09,Scented Candle,Home,East,7.0,17.53,6.08
ORD-102153,2024-07-18,Cotton T-Shirt,Apparel,South,6.0,18.17,5.81
ORD-102154,2024-09-14,Wireless Mouse,Electronics,South,7.0,25.19,10.03
ORD-102155,2024-06-28,Ceramic Mug,Home,North,4.0,14.35,4.07
ORD-102156,2024-06-11,Mechanical Keyboard,Electronics,Central,2.0,85.49,36.64
ORD-102157,2024-08-19,Ceramic Mug,Home,North,4.0,14.25,4.11
ORD-102158,2024-10-24,Desk Lamp,Home,North,8.0,40.26,15.52
ORD-102159,2024-05-02,4K Webcam,Electronics,North,7.0,92.2,39.38
ORD-102160,2024-10-23,Noise-Cancel Headphones,Electronics,Central,6.0,140.41,70.43
ORD-102161,2024-03-30,Noise-Cancel Headphones,Electronics,South,3.0,141.82,76.6
ORD-102162,2024-05-27,Noise-Cancel Headphones,Electronics,East,5.0,140.92,72.1
ORD-102163,2024-11-30,Mechanical Keyboard,Electronics,West,5.0,73.74,38.21
ORD-102164,2024-12-15,Noise-Cancel Headphones,Electronics,North,6.0,154.93,71.0
ORD-102165,2024-12-04,Scented Candle,Home,North,8.0,18.26,5.58
ORD-102166,2024-04-25,4K Webcam,Electronics,North,6.0,89.35,39.16
ORD-102167,2024-11-04,Desk Lamp,Home,West,2.0,33.94,14.39
ORD-102168,2024-12-08,Protein Powder,Health,Central,2.0,60.65,25.66
ORD-102169,2024-12-24,Desk Lamp,Home,West,5.0,37.26,16.98
ORD-102170,2024-01-08,Wool Beanie,Apparel,Central,7.0,24.26,7.11
ORD-102171,2024-09-29,Cotton T-Shirt,Apparel,Central,8.0,17.62,6.03
ORD-102172,2024-12-30,Yoga Mat,Health,South,5.0,33.58,12.19
ORD-102173,2024-10-06,Noise-Cancel Headphones,Electronics,North,5.0,132.59,69.39
ORD-102174,2024-03-26,Denim Jacket,Apparel,North,7.0,122.17,58.94
ORD-102175,2024-10-06,Denim Jacket,Apparel,West,8.0,113.39,55.29
ORD-102176,2024-02-08,Throw Blanket,Home,West,1.0,46.37,19.55
ORD-102177,2024-06-24,Wool Beanie,Apparel,Central,3.0,20.49,6.51
ORD-102178,2024-08-17,Desk Lamp,Home,East,3.0,40.52,16.88
ORD-102179,2024-06-16,Yoga Mat,Health,Central,5.0,36.25,12.96
ORD-102180,2024-09-13,Running Shoes,Apparel,Central,3.0,103.61,39.05
ORD-102181,2024-03-28,Protein Powder,Health,Central,3.0,53.11,23.11
ORD-102182,2024-08-09,USB-C Hub,Electronics,Central,1.0,45.49,18.03
ORD-102183,2024-08-24,Yoga Mat,Health,North,1.0,32.74,12.93
ORD-102184,2024-08-19,USB-C Hub,Electronics,West,4.0,44.25,19.16
ORD-102185,2024-04-15,Protein Powder,Health,Central,8.0,53.57,23.52
ORD-102186,2024-04-21,Running Shoes,Apparel,South,3.0,97.21,43.31
ORD-102187,2024-04-04,Water Bottle,Health,Central,2.0,21.02,7.02
ORD-102188,2024-06-18,USB-C Hub,Electronics,South,3.0,47.23,19.81
ORD-102189,2024-08-02,Denim Jacket,Apparel,South,8.0,114.94,54.21
ORD-102190,2024-05-12,Yoga Mat,Health,West,6.0,36.75,14.58
ORD-102191,2024-05-30,Wireless Mouse,Electronics,North,6.0,24.94,10.75
ORD-102192,2024-04-14,4K Webcam,Electronics,East,2.0,87.56,39.52
ORD-102193,2024-03-21,Mechanical Keyboard,Electronics,Central,8.0,76.2,36.44
ORD-102194,2024-08-28,Cotton T-Shirt,Apparel,North,2.0,18.47,5.95
ORD-102195,2024-10-25,Running Shoes,Apparel,North,8.0,103.28,39.11
ORD-102196,2024-04-16,Ceramic Mug,Home,Central,8.0,14.22,4.05
ORD-102197,2024-11-10,4K Webcam,Electronics,West,5.0,89.78,37.88
ORD-102198,2024-07-27,USB-C Hub,Electronics,East,7.0,44.41,19.12
ORD-102199,2024-03-02,USB-C Hub,Electronics,East,8.0,50.5,17.97
ORD-102200,2024-05-13,Water Bottle,Health,Central,5.0,21.31,6.89
ORD-102201,2024-01-03,Water Bottle,Health,West,7.0,19.28,7.17
ORD-102202,2024-01-15,Noise-Cancel Headphones,Electronics,Central,5.0,146.96,76.45
ORD-102203,2024-05-03,Noise-Cancel Headphones,Electronics,North,5.0,147.4,66.98
ORD-102204,2024-06-15,Wireless Mouse,Electronics,East,3.0,25.18,10.93
ORD-102205,2024-10-18,Water Bottle,Health,West,6.0,19.3,6.8
ORD-102206,2024-02-19,Throw Blanket,Home,North,3.0,50.08,19.3
ORD-102207,2024-11-03,Desk Lamp,Home,East,2.0,41.83,15.54
ORD-102208,2024-03-26,4K Webcam,Electronics,North,3.0,83.15,42.35
ORD-102209,2024-02-20,Scented Candle,Home,Central,1.0,16.98,5.88
ORD-102210,2024-09-13,Wireless Mouse,Electronics,West,8.0,24.4,11.99
ORD-102211,2024-10-10,Scented Candle,Home,North,3.0,17.61,6.1
ORD-102212,2024-08-09,Ceramic Mug,Home,East,7.0,15.4,3.84
ORD-102213,2024-02-12,Cotton T-Shirt,Apparel,North,4.0,19.95,5.91
ORD-102214,2024-02-12,Throw Blanket,Home,Central,3.0,51.31,19.36
ORD-102215,2024-05-22,Scented Candle,Home,North,2.0,17.76,6.19
ORD-102216,2024-06-13,Denim Jacket,Apparel,West,7.0,118.28,51.39
ORD-102217,2024-12-31,USB-C Hub,Electronics,North,5.0,41.73,17.98
ORD-102218,2024-04-14,Wireless Mouse,Electronics,North,4.0,25.98,10.74
ORD-102219,2024-03-11,Water Bottle,Health,Central,6.0,20.49,7.19
ORD-102220,2024-12-12,4K Webcam,Electronics,South,7.0,94.72,43.02
ORD-102221,2024-02-26,4K Webcam,Electronics,North,6.0,88.06,43.26
ORD-102222,2024-01-10,Scented Candle,Home,West,4.0,17.87,6.13
ORD-102223,2024-06-03,4K Webcam,Electronics,South,8.0,89.76,40.86
ORD-102224,2024-05-26,Running Shoes,Apparel,East,8.0,99.24,43.33
ORD-102225,2024-08-14,Throw Blanket,Home,Central,8.0,45.4,19.08
ORD-102226,2024-11-17,Ceramic Mug,Home,West,1.0,14.52,3.7
ORD-102227,2024-12-07,Scented Candle,Home,South,8.0,17.98,6.1
ORD-102228,2024-04-16,Wireless Mouse,Electronics,South,2.0,23.68,10.56
ORD-102229,2024-12-24,Denim Jacket,Apparel,South,5.0,107.49,54.86
ORD-102230,2024-08-19,Denim Jacket,Apparel,West,6.0,119.18,55.26
ORD-102231,2024-01-26,Scented Candle,Home,West,2.0,19.3,6.06
ORD-102232,2024-12-09,USB-C Hub,Electronics,East,1.0,48.77,19.71
ORD-102233,2024-02-20,USB-C Hub,Electronics,South,8.0,45.8,19.63
ORD-102234,2024-08-03,Desk Lamp,Home,North,8.0,42.83,16.12
ORD-102235,2024-10-16,Scented Candle,Home,Central,2.0,17.96,5.89
ORD-102236,2024-04-01,Desk Lamp,Home,West,5.0,40.86,16.07
ORD-102237,2024-04-09,4K Webcam,Electronics,West,2.0,86.99,40.02
ORD-102238,2024-06-23,Water Bottle,Health,North,5.0,19.49,6.94
ORD-102239,2024-11-19,4K Webcam,Electronics,South,3.0,85.99,45.29
ORD-102240,2024-03-22,Scented Candle,Home,South,7.0,16.15,6.04
ORD-102241,2024-08-30,USB-C Hub,Electronics,East,5.0,47.9,19.34
ORD-102242,2024-06-14,Yoga Mat,Health,West,4.0,33.88,12.63
ORD-102243,2024-02-10,Cotton T-Shirt,Apparel,Central,6.0,18.24,6.24
ORD-102244,2024-09-17,Desk Lamp,Home,East,4.0,36.7,16.49
ORD-102245,2024-10-31,Cotton T-Shirt,Apparel,South,1.0,18.81,6.18
ORD-102246,2024-07-29,Desk Lamp,Home,East,5.0,42.44,16.14
ORD-102247,2024-03-05,Denim Jacket,Apparel,West,7.0,132.56,57.28
ORD-102248,2024-02-26,Wireless Mouse,Electronics,South,4.0,22.92,11.56
ORD-102249,2024-06-03,Noise-Cancel Headphones,Electronics,East,2.0,146.36,70.79
ORD-102250,2024-07-04,Scented Candle,Home,West,1.0,17.07,5.97
ORD-102251,2024-07-21,Noise-Cancel Headphones,Electronics,East,3.0,156.36,72.5
ORD-102252,2024-03-30,4K Webcam,Electronics,East,7.0,90.28,39.52
ORD-102253,2024-07-02,Wool Beanie,Apparel,West,3.0,21.3,6.8
ORD-102254,2024-04-17,4K Webcam,Electronics,South,8.0,89.32,40.91
ORD-102255,2024-09-08,USB-C Hub,Electronics,North,3.0,43.93,17.68
ORD-102256,2024-10-18,Ceramic Mug,Home,West,4.0,15.13,4.13
ORD-102257,2024-08-26,Throw Blanket,Home,East,7.0,50.34,19.23
ORD-102258,2024-01-01,Throw Blanket,Home,South,5.0,50.64,19.62
ORD-102259,2024-12-29,Water Bottle,Health,North,1.0,17.33,6.94
ORD-102260,2024-01-09,Mechanical Keyboard,Electronics,Central,1.0,78.74,38.06
ORD-102261,2024-12-31,Running Shoes,Apparel,West,2.0,104.9,41.42
ORD-102262,2024-01-12,Noise-Cancel Headphones,Electronics,South,7.0,158.88,69.81
ORD-102263,2024-07-08,Yoga Mat,Health,West,1.0,31.77,12.97
ORD-102264,2024-02-08,Wool Beanie,Apparel,East,1.0,21.66,6.87
ORD-102265,2024-02-04,Mechanical Keyboard,Electronics,South,7.0,74.25,36.82
ORD-102266,2024-09-07,Throw Blanket,Home,South,5.0,53.19,20.87
ORD-102267,2024-09-23,Wireless Mouse,Electronics,North,8.0,25.31,10.07
ORD-102268,2024-02-13,4K Webcam,Electronics,Central,2.0,85.58,40.66
ORD-102269,2024-12-23,Throw Blanket,Home,Central,6.0,49.08,19.62
ORD-102270,2024-04-27,Wool Beanie,Apparel,Central,2.0,19.13,7.12
ORD-102271,2024-04-26,Desk Lamp,Home,South,5.0,36.88,15.07
ORD-102272,2024-04-18,Ceramic Mug,Home,Central,1.0,14.03,3.92
ORD-102273,2024-06-17,Protein Powder,Health,South,8.0,57.33,23.9
ORD-102274,2024-03-06,Ceramic Mug,Home,Central,4.0,12.64,4.17
ORD-102275,2024-06-04,Wireless Mouse,Electronics,North,3.0,24.52,11.15
ORD-102276,2024-03-17,Mechanical Keyboard,Electronics,South,8.0,82.99,36.2
ORD-102277,2024-01-19,Desk Lamp,Home,East,1.0,36.17,15.69
ORD-102278,2024-05-14,Wireless Mouse,Electronics,Central,7.0,25.29,11.39
ORD-102279,2024-09-03,Running Shoes,Apparel,South,5.0,95.31,39.98
ORD-102280,2024-10-06,Wireless Mouse,Electronics,East,6.0,27.14,10.97
ORD-102281,2024-05-09,4K Webcam,Electronics,Central,3.0,87.98,40.99
ORD-102282,2024-04-28,Ceramic Mug,Home,East,8.0,13.88,3.94
ORD-102283,2024-10-15,USB-C Hub,Electronics,West,4.0,46.92,21.05
ORD-102284,2024-09-06,Denim Jacket,Apparel,East,4.0,112.04,54.09
ORD-102285,2024-10-31,Water Bottle,Health,North,4.0,19.78,7.13
ORD-102286,2024-11-27,Mechanical Keyboard,Electronics,South,3.0,77.2,36.84
ORD-102287,2024-10-27,Mechanical Keyboard,Electronics,East,3.0,78.45,38.8
ORD-102288,2024-12-08,4K Webcam,Electronics,North,2.0,92.78,42.43
ORD-102289,2024-06-01,Protein Powder,Health,South,4.0,56.52,23.44
ORD-102290,2024-05-24,Running Shoes,Apparel,Central,4.0,91.44,41.91
ORD-102291,2024-04-27,Scented Candle,Home,North,4.0,18.12,5.79
ORD-102292,2024-03-27,Wireless Mouse,Electronics,South,8.0,26.86,10.5
ORD-102293,2024-10-01,Throw Blanket,Home,West,1.0,46.96,20.83
ORD-102294,2024-09-18,Mechanical Keyboard,Electronics,East,8.0,79.57,37.16
ORD-102295,2024-10-20,Throw Blanket,Home,South,7.0,48.53,18.07
ORD-102296,2024-03-02,USB-C Hub,Electronics,North,1.0,44.86,20.34
ORD-102297,2024-06-28,Protein Powder,Health,Central,6.0,50.52,23.23
ORD-102298,2024-03-22,4K Webcam,Electronics,East,2.0,95.28,40.6
ORD-102299,2024-11-22,USB-C Hub,Electronics,East,1.0,43.26,20.25
ORD-102300,2024-04-07,Cotton T-Shirt,Apparel,North,7.0,19.97,5.97
